1::relaxation: inner damping factor,1::relaxation: sweeps,1::relaxation: type,3::relaxation: damping factor,3::relaxation: sweeps,3::relaxation: type,4::relaxation: sweeps,4::relaxation: type,time
0.6164,2,MT Gauss-Seidel,0.5643,1,MT Gauss-Seidel,2,MT Gauss-Seidel,14.787420000000001
0.3866,1,MT Gauss-Seidel,0.6952,1,Two-stage Gauss-Seidel,1,MT Gauss-Seidel,14.79706
0.397,2,MT Gauss-Seidel,0.7605,2,Two-stage Gauss-Seidel,3,MT Gauss-Seidel,14.8102
0.4324,1,MT Gauss-Seidel,0.9272,1,MT Gauss-Seidel,2,MT Gauss-Seidel,14.826889999999999
0.542,1,MT Gauss-Seidel,0.5293,2,MT Gauss-Seidel,1,MT Gauss-Seidel,14.83012
0.3323,1,Two-stage Gauss-Seidel,0.8221,2,Two-stage Gauss-Seidel,2,MT Gauss-Seidel,14.83089
0.2806,2,MT Gauss-Seidel,0.5642,1,Two-stage Gauss-Seidel,3,MT Gauss-Seidel,14.839690000000001
0.3639,2,MT Gauss-Seidel,0.8076,2,Two-stage Gauss-Seidel,3,MT Gauss-Seidel,14.84196
0.4797,2,MT Gauss-Seidel,0.6509,1,Two-stage Gauss-Seidel,3,MT Gauss-Seidel,14.84489
0.2402,2,MT Gauss-Seidel,0.891,2,MT Gauss-Seidel,3,MT Gauss-Seidel,14.86398
0.1584,1,Two-stage Gauss-Seidel,0.4257,1,MT Gauss-Seidel,1,MT Gauss-Seidel,14.88203
0.3197,1,MT Gauss-Seidel,0.8455,1,Two-stage Gauss-Seidel,1,Two-stage Gauss-Seidel,14.896460000000001
0.4563,2,MT Gauss-Seidel,0.6549,1,Two-stage Gauss-Seidel,3,MT Gauss-Seidel,14.90371
0.4397,2,MT Gauss-Seidel,0.5347,1,MT Gauss-Seidel,3,MT Gauss-Seidel,14.912970000000001
0.6057,2,MT Gauss-Seidel,0.9709,1,Two-stage Gauss-Seidel,3,MT Gauss-Seidel,14.93007
0.1744,2,Two-stage Gauss-Seidel,0.798,1,MT Gauss-Seidel,3,MT Gauss-Seidel,14.95563
0.3278,1,MT Gauss-Seidel,0.6518,1,MT Gauss-Seidel,2,MT Gauss-Seidel,14.95582
0.4034,1,MT Gauss-Seidel,0.9388,1,Two-stage Gauss-Seidel,1,MT Gauss-Seidel,14.9759
0.5155,2,MT Gauss-Seidel,0.8438,2,Two-stage Gauss-Seidel,3,MT Gauss-Seidel,14.9763
0.1856,1,MT Gauss-Seidel,0.492,2,MT Gauss-Seidel,1,Two-stage Gauss-Seidel,14.99161
0.3549,1,MT Gauss-Seidel,1.1766,2,Two-stage Gauss-Seidel,2,MT Gauss-Seidel,14.99811
0.4015,1,Two-stage Gauss-Seidel,0.6279,1,Two-stage Gauss-Seidel,1,MT Gauss-Seidel,15.01466
0.6357,1,MT Gauss-Seidel,0.8437,2,Two-stage Gauss-Seidel,2,MT Gauss-Seidel,15.04166
0.5056,2,MT Gauss-Seidel,0.8437,1,MT Gauss-Seidel,2,MT Gauss-Seidel,15.04941
0.319,2,MT Gauss-Seidel,0.8351,1,MT Gauss-Seidel,3,MT Gauss-Seidel,15.05515
0.1716,2,MT Gauss-Seidel,0.6374,2,Two-stage Gauss-Seidel,3,MT Gauss-Seidel,15.10027
0.4167,2,MT Gauss-Seidel,0.9558,2,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,15.11759
0.2226,2,MT Gauss-Seidel,0.6509,1,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,15.13371
0.1665,2,MT Gauss-Seidel,0.6501,2,Two-stage Gauss-Seidel,2,MT Gauss-Seidel,15.139489999999999
0.5608,2,MT Gauss-Seidel,1.0661,1,Two-stage Gauss-Seidel,3,MT Gauss-Seidel,15.144200000000001
0.2584,1,MT Gauss-Seidel,0.7402,2,Two-stage Gauss-Seidel,3,MT Gauss-Seidel,15.152660000000001
0.621,2,MT Gauss-Seidel,0.7467,1,MT Gauss-Seidel,4,MT Gauss-Seidel,15.17841
0.4155,1,Two-stage Gauss-Seidel,0.639,2,Two-stage Gauss-Seidel,1,MT Gauss-Seidel,15.21571
0.5545,1,MT Gauss-Seidel,1.0706,1,MT Gauss-Seidel,3,MT Gauss-Seidel,15.2477
0.5048,1,MT Gauss-Seidel,0.7473,1,MT Gauss-Seidel,3,MT Gauss-Seidel,15.26355
0.4386,2,Two-stage Gauss-Seidel,0.9019,1,MT Gauss-Seidel,3,MT Gauss-Seidel,15.26971
0.6896,2,MT Gauss-Seidel,0.4448,2,Two-stage Gauss-Seidel,3,MT Gauss-Seidel,15.270620000000001
0.2948,2,MT Gauss-Seidel,0.4222,2,MT Gauss-Seidel,4,MT Gauss-Seidel,15.279709999999998
0.5733,1,MT Gauss-Seidel,0.5355,2,Two-stage Gauss-Seidel,3,MT Gauss-Seidel,15.28148
0.392,1,MT Gauss-Seidel,0.5489,1,Two-stage Gauss-Seidel,2,MT Gauss-Seidel,15.28327
0.2616,2,MT Gauss-Seidel,0.6591,2,MT Gauss-Seidel,4,MT Gauss-Seidel,15.285219999999999
0.2386,2,MT Gauss-Seidel,1.0615,1,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,15.290650000000001
0.3381,1,Two-stage Gauss-Seidel,0.4191,1,Two-stage Gauss-Seidel,2,MT Gauss-Seidel,15.292380000000001
0.479,1,MT Gauss-Seidel,0.9666,2,MT Gauss-Seidel,3,MT Gauss-Seidel,15.296219999999998
0.3148,2,MT Gauss-Seidel,0.5452,2,MT Gauss-Seidel,4,MT Gauss-Seidel,15.30462
0.1592,2,MT Gauss-Seidel,0.8082,2,MT Gauss-Seidel,4,MT Gauss-Seidel,15.30739
0.3355,2,MT Gauss-Seidel,0.9948,2,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,15.32236
0.3325,1,MT Gauss-Seidel,0.4031,1,MT Gauss-Seidel,3,MT Gauss-Seidel,15.32417
0.5557,1,MT Gauss-Seidel,0.4216,2,MT Gauss-Seidel,3,MT Gauss-Seidel,15.36308
0.1451,2,Two-stage Gauss-Seidel,0.6254,1,Two-stage Gauss-Seidel,3,MT Gauss-Seidel,15.36411
0.5202,1,MT Gauss-Seidel,1.0483,2,MT Gauss-Seidel,3,MT Gauss-Seidel,15.3656
0.4482,2,Two-stage Gauss-Seidel,0.658,2,MT Gauss-Seidel,3,MT Gauss-Seidel,15.36704
0.6451,1,MT Gauss-Seidel,0.6569,2,Two-stage Gauss-Seidel,3,MT Gauss-Seidel,15.367920000000002
0.2741,2,MT Gauss-Seidel,0.8985,2,MT Gauss-Seidel,1,MT Gauss-Seidel,15.38063
0.1483,1,MT Gauss-Seidel,0.5669,2,Two-stage Gauss-Seidel,3,MT Gauss-Seidel,15.3834
0.323,1,MT Gauss-Seidel,0.605,2,Two-stage Gauss-Seidel,3,MT Gauss-Seidel,15.38975
0.1547,2,Two-stage Gauss-Seidel,0.4769,1,MT Gauss-Seidel,3,MT Gauss-Seidel,15.391969999999999
0.2791,2,MT Gauss-Seidel,0.7241,1,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,15.393909999999998
0.4491,2,Two-stage Gauss-Seidel,0.9417,1,MT Gauss-Seidel,3,MT Gauss-Seidel,15.39626
0.4302,2,MT Gauss-Seidel,0.6161,2,Two-stage Gauss-Seidel,1,MT Gauss-Seidel,15.4067
0.3087,2,MT Gauss-Seidel,0.9981,1,Two-stage Gauss-Seidel,1,MT Gauss-Seidel,15.42394
0.1486,2,MT Gauss-Seidel,0.7046,2,Two-stage Gauss-Seidel,1,MT Gauss-Seidel,15.4316
0.5098,2,Two-stage Gauss-Seidel,0.9512,2,Two-stage Gauss-Seidel,1,Two-stage Gauss-Seidel,15.454989999999999
0.3138,2,MT Gauss-Seidel,0.8118,2,MT Gauss-Seidel,1,MT Gauss-Seidel,15.455729999999999
0.3727,2,MT Gauss-Seidel,0.9097,1,MT Gauss-Seidel,1,MT Gauss-Seidel,15.4617
0.4646,2,MT Gauss-Seidel,0.7423,2,MT Gauss-Seidel,4,MT Gauss-Seidel,15.474
0.3912,2,MT Gauss-Seidel,1.0549,1,MT Gauss-Seidel,1,MT Gauss-Seidel,15.484090000000002
0.3368,2,MT Gauss-Seidel,1.1711,2,Two-stage Gauss-Seidel,1,MT Gauss-Seidel,15.50234
0.4859,2,MT Gauss-Seidel,0.8286,1,MT Gauss-Seidel,1,MT Gauss-Seidel,15.50967
0.3732,2,MT Gauss-Seidel,1.0368,2,MT Gauss-Seidel,1,MT Gauss-Seidel,15.53276
0.5757,2,MT Gauss-Seidel,0.8356,1,MT Gauss-Seidel,1,MT Gauss-Seidel,15.53589
0.5573,2,MT Gauss-Seidel,0.7745,1,Two-stage Gauss-Seidel,1,MT Gauss-Seidel,15.55572
0.373,1,MT Gauss-Seidel,0.8287,1,Two-stage Gauss-Seidel,3,MT Gauss-Seidel,15.56781
0.5253,2,Two-stage Gauss-Seidel,0.5485,1,Two-stage Gauss-Seidel,4,Two-stage Gauss-Seidel,15.57185
0.1112,2,MT Gauss-Seidel,0.5743,2,MT Gauss-Seidel,1,MT Gauss-Seidel,15.57665
0.5469,2,MT Gauss-Seidel,0.8606,2,MT Gauss-Seidel,4,MT Gauss-Seidel,15.617040000000001
0.5511,2,MT Gauss-Seidel,1.0398,1,MT Gauss-Seidel,1,MT Gauss-Seidel,15.623899999999999
0.3438,2,MT Gauss-Seidel,1.0855,1,MT Gauss-Seidel,1,MT Gauss-Seidel,15.624960000000002
0.4801,2,Two-stage Gauss-Seidel,0.718,1,MT Gauss-Seidel,2,MT Gauss-Seidel,15.653759999999998
0.3036,2,MT Gauss-Seidel,0.8544,1,Two-stage Gauss-Seidel,1,MT Gauss-Seidel,15.656780000000001
0.4539,2,MT Gauss-Seidel,1.1419,1,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,15.742170000000002
0.458,1,MT Gauss-Seidel,1.056,1,MT Gauss-Seidel,1,MT Gauss-Seidel,15.753140000000002
0.3589,2,Two-stage Gauss-Seidel,0.4974,1,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,15.76059
0.657,1,MT Gauss-Seidel,0.7688,1,MT Gauss-Seidel,4,MT Gauss-Seidel,15.77585
0.4038,2,MT Gauss-Seidel,0.7699,2,MT Gauss-Seidel,4,MT Gauss-Seidel,15.797719999999998
0.2265,1,MT Gauss-Seidel,0.7608,1,MT Gauss-Seidel,4,MT Gauss-Seidel,15.799140000000001
0.1328,1,MT Gauss-Seidel,0.923,2,MT Gauss-Seidel,4,MT Gauss-Seidel,15.824259999999999
0.2536,1,MT Gauss-Seidel,0.8616,2,MT Gauss-Seidel,4,MT Gauss-Seidel,15.8652
0.3668,1,MT Gauss-Seidel,0.5991,2,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,15.875720000000001
0.456,2,MT Gauss-Seidel,0.7175,1,Two-stage Gauss-Seidel,1,MT Gauss-Seidel,15.94031
0.5324,1,MT Gauss-Seidel,1.1039,2,MT Gauss-Seidel,4,MT Gauss-Seidel,15.94417
0.1629,1,Two-stage Gauss-Seidel,0.6336,1,Two-stage Gauss-Seidel,1,MT Gauss-Seidel,15.979790000000001
0.4516,1,MT Gauss-Seidel,1.1556,1,MT Gauss-Seidel,4,MT Gauss-Seidel,15.98832
0.4648,1,MT Gauss-Seidel,0.7215,1,MT Gauss-Seidel,4,MT Gauss-Seidel,15.9942
0.3552,1,MT Gauss-Seidel,0.6575,1,MT Gauss-Seidel,4,MT Gauss-Seidel,15.99803
0.1573,2,Two-stage Gauss-Seidel,0.4876,1,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,16.07461
0.2485,1,MT Gauss-Seidel,0.9842,1,MT Gauss-Seidel,4,MT Gauss-Seidel,16.162509999999997
0.2836,2,MT Gauss-Seidel,0.969,1,MT Gauss-Seidel,1,Two-stage Gauss-Seidel,16.193089999999998
0.5976,2,MT Gauss-Seidel,0.9169,1,Two-stage Gauss-Seidel,1,Two-stage Gauss-Seidel,16.20742
0.4253,2,MT Gauss-Seidel,1.0614,1,Two-stage Gauss-Seidel,1,Two-stage Gauss-Seidel,16.20951
0.6,2,MT Gauss-Seidel,1.1504,2,Two-stage Gauss-Seidel,1,Two-stage Gauss-Seidel,16.21858
0.5787,2,MT Gauss-Seidel,1.0785,2,MT Gauss-Seidel,1,Two-stage Gauss-Seidel,16.26233
0.3291,2,MT Gauss-Seidel,0.5776,2,Two-stage Gauss-Seidel,1,Two-stage Gauss-Seidel,16.28729
0.364,1,Two-stage Gauss-Seidel,0.9552,2,MT Gauss-Seidel,3,MT Gauss-Seidel,16.29079
0.1934,2,MT Gauss-Seidel,0.6778,2,Two-stage Gauss-Seidel,1,Two-stage Gauss-Seidel,16.36295
0.5087,2,MT Gauss-Seidel,0.723,2,Two-stage Gauss-Seidel,1,Two-stage Gauss-Seidel,16.37057
0.2302,2,MT Gauss-Seidel,0.8255,2,MT Gauss-Seidel,1,Two-stage Gauss-Seidel,16.3903
0.3509,2,MT Gauss-Seidel,0.4038,1,MT Gauss-Seidel,1,Two-stage Gauss-Seidel,16.39964
0.2138,2,MT Gauss-Seidel,0.8647,2,MT Gauss-Seidel,1,Two-stage Gauss-Seidel,16.41596
0.2983,1,Two-stage Gauss-Seidel,1.0806,1,MT Gauss-Seidel,4,MT Gauss-Seidel,16.5805
0.116,1,Two-stage Gauss-Seidel,1.1544,2,MT Gauss-Seidel,2,MT Gauss-Seidel,16.60668
0.2555,1,Two-stage Gauss-Seidel,1.0901,2,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,16.61172
0.2909,1,Two-stage Gauss-Seidel,0.9461,1,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,16.62503
0.4512,1,Two-stage Gauss-Seidel,0.4825,2,MT Gauss-Seidel,2,MT Gauss-Seidel,16.70295
0.3165,1,Two-stage Gauss-Seidel,0.5178,2,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,16.80678
0.4302,2,Two-stage Gauss-Seidel,0.6729,2,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,16.81888
0.4804,2,Two-stage Gauss-Seidel,0.9436,2,MT Gauss-Seidel,3,MT Gauss-Seidel,16.87497
0.4657,2,Two-stage Gauss-Seidel,0.8356,2,MT Gauss-Seidel,4,MT Gauss-Seidel,16.94876
0.5695,1,Two-stage Gauss-Seidel,0.7452,2,MT Gauss-Seidel,1,MT Gauss-Seidel,16.96423
0.6007,1,Two-stage Gauss-Seidel,0.5624,1,Two-stage Gauss-Seidel,1,MT Gauss-Seidel,16.991419999999998
0.2126,1,Two-stage Gauss-Seidel,0.719,2,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,17.01606
0.4515,1,Two-stage Gauss-Seidel,0.5573,1,Two-stage Gauss-Seidel,2,MT Gauss-Seidel,17.18064
0.5019,2,Two-stage Gauss-Seidel,0.6491,2,MT Gauss-Seidel,2,MT Gauss-Seidel,17.27847
0.5113,2,Two-stage Gauss-Seidel,1.0733,1,MT Gauss-Seidel,1,MT Gauss-Seidel,17.29339
0.3432,1,Two-stage Gauss-Seidel,1.1729,2,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,17.33733
0.1888,1,Two-stage Gauss-Seidel,0.6682,1,MT Gauss-Seidel,4,MT Gauss-Seidel,17.38815
0.5389,2,Two-stage Gauss-Seidel,0.7449,2,MT Gauss-Seidel,4,Two-stage Gauss-Seidel,17.39186
0.4959,1,Two-stage Gauss-Seidel,0.6195,2,MT Gauss-Seidel,2,MT Gauss-Seidel,17.50734
0.5051,2,Two-stage Gauss-Seidel,0.7861,2,MT Gauss-Seidel,2,MT Gauss-Seidel,17.83291
0.6202,1,Two-stage Gauss-Seidel,0.8091,1,Two-stage Gauss-Seidel,2,MT Gauss-Seidel,18.257910000000003
0.3983,1,Two-stage Gauss-Seidel,1.0162,1,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,18.30909
0.6312,1,Two-stage Gauss-Seidel,0.8009,1,Two-stage Gauss-Seidel,2,MT Gauss-Seidel,18.43962
0.4043,1,Two-stage Gauss-Seidel,0.8241,2,MT Gauss-Seidel,4,MT Gauss-Seidel,18.44395
0.6402,1,Two-stage Gauss-Seidel,0.7429,1,MT Gauss-Seidel,2,MT Gauss-Seidel,18.55237
0.5365,1,Two-stage Gauss-Seidel,0.5798,2,Two-stage Gauss-Seidel,2,MT Gauss-Seidel,19.22905
0.5526,2,Two-stage Gauss-Seidel,0.9139,1,Two-stage Gauss-Seidel,4,Two-stage Gauss-Seidel,19.23532
0.5076,2,Two-stage Gauss-Seidel,0.4421,2,MT Gauss-Seidel,3,MT Gauss-Seidel,19.31859
0.4521,1,Two-stage Gauss-Seidel,0.9718,2,MT Gauss-Seidel,4,MT Gauss-Seidel,19.57246
0.586,1,Two-stage Gauss-Seidel,1.1,2,Two-stage Gauss-Seidel,3,MT Gauss-Seidel,19.59552
0.4737,1,Two-stage Gauss-Seidel,1.1512,2,MT Gauss-Seidel,4,MT Gauss-Seidel,19.646539999999998
0.5643,1,Two-stage Gauss-Seidel,1.0803,1,Two-stage Gauss-Seidel,3,MT Gauss-Seidel,19.6621
0.4805,1,Two-stage Gauss-Seidel,0.8298,2,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,20.30359
0.5044,1,Two-stage Gauss-Seidel,1.0086,2,MT Gauss-Seidel,3,MT Gauss-Seidel,20.76358
0.5899,1,Two-stage Gauss-Seidel,0.6639,1,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,20.92178
0.5385,2,Two-stage Gauss-Seidel,0.9698,1,MT Gauss-Seidel,1,MT Gauss-Seidel,20.99739
0.6045,1,Two-stage Gauss-Seidel,0.8073,2,MT Gauss-Seidel,4,MT Gauss-Seidel,21.03988
0.5492,1,Two-stage Gauss-Seidel,0.8288,2,MT Gauss-Seidel,4,MT Gauss-Seidel,21.1467
0.6122,1,Two-stage Gauss-Seidel,0.8963,1,MT Gauss-Seidel,4,MT Gauss-Seidel,21.163710000000002
0.6503,1,Two-stage Gauss-Seidel,0.78,1,MT Gauss-Seidel,4,MT Gauss-Seidel,21.30025
0.5371,2,Two-stage Gauss-Seidel,0.7894,2,Two-stage Gauss-Seidel,2,MT Gauss-Seidel,22.55457
0.5548,1,Two-stage Gauss-Seidel,0.4068,2,MT Gauss-Seidel,4,MT Gauss-Seidel,22.63702
0.5748,2,Two-stage Gauss-Seidel,0.4107,2,Two-stage Gauss-Seidel,3,MT Gauss-Seidel,24.756999999999998
0.5409,2,Two-stage Gauss-Seidel,1.0073,2,Two-stage Gauss-Seidel,3,MT Gauss-Seidel,25.15187
0.5505,2,Two-stage Gauss-Seidel,0.5845,1,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,29.106479999999998
0.556,2,Two-stage Gauss-Seidel,0.5287,1,MT Gauss-Seidel,4,MT Gauss-Seidel,30.21441
0.665,2,Two-stage Gauss-Seidel,1.0138,2,Two-stage Gauss-Seidel,2,MT Gauss-Seidel,inf
0.6364,2,Two-stage Gauss-Seidel,0.6529,1,Two-stage Gauss-Seidel,2,Two-stage Gauss-Seidel,inf
0.5839,2,Two-stage Gauss-Seidel,0.761,2,Two-stage Gauss-Seidel,2,Two-stage Gauss-Seidel,inf
0.69,2,Two-stage Gauss-Seidel,0.5709,1,MT Gauss-Seidel,2,MT Gauss-Seidel,inf
0.598,2,Two-stage Gauss-Seidel,0.8462,2,MT Gauss-Seidel,2,MT Gauss-Seidel,inf
0.6906,2,Two-stage Gauss-Seidel,0.9695,2,Two-stage Gauss-Seidel,3,Two-stage Gauss-Seidel,inf
0.639,2,Two-stage Gauss-Seidel,0.7286,1,Two-stage Gauss-Seidel,4,Two-stage Gauss-Seidel,inf
0.607,2,Two-stage Gauss-Seidel,0.8653,2,MT Gauss-Seidel,1,MT Gauss-Seidel,inf
0.5827,2,Two-stage Gauss-Seidel,0.7645,1,Two-stage Gauss-Seidel,2,MT Gauss-Seidel,inf
